sofifa_id;player_url;short_name;age;dob;height_cm;weight_kg;nationality;club;overall;value_eur;wage_eur;preferred_foot;release_clause_eur;team_position;team_jersey_number;joined;contract_valid_until;pace;shooting;passing;dribbling;defending;physic;gk_diving;gk_handling;gk_kicking;gk_reflexes;gk_speed;gk_positioning
251690;https://sofifa.com/player/251690/jack-rudoni/20/159586;J. Rudoni;18;26/05/2001;185;71;England;AFC Wimbledon;52;100000;1000;Right;275000;SUB;12;21/03/2019;2020;66;45;51;50;39;56;;;;;;
252502;https://sofifa.com/player/252502/daniel-dudzinski/20/159586;D. Dudziński;17;07/03/2002;181;72;Poland;Zagłębie Lubin;52;100000;1000;Right;235000;RES;19;01/04/2019;2023;62;45;49;58;35;48;;;;;;
252526;https://sofifa.com/player/252526/darian-males/20/159586;D. Males;18;03/05/2001;185;76;Switzerland;FC Luzern;52;100000;1000;Left;245000;RES;29;13/06/2019;2022;67;52;38;50;19;51;;;;;;
252586;https://sofifa.com/player/252586/sonny-graham/20/159586;S. Graham;17;10/06/2002;185;69;England;Bolton Wanderers;52;100000;1000;Right;275000;RDM;35;01/07/2019;2020;61;39;50;51;43;55;;;;;;
240597;https://sofifa.com/player/240597/zach-hemming/20/159586;Z. Hemming;19;07/03/2000;189;73;England;Middlesbrough;52;90000;2000;Right;227000;RES;40;01/07/2017;2020;;;;;;;50;52;54;55;27;49
242240;https://sofifa.com/player/242240/louis-darrigo/20/159586;L. D'Arrigo;17;23/09/2001;178;70;Australia;Adelaide United;52;100000;1000;Right;188000;SUB;27;24/07/2018;2020;62;40;48;55;32;50;;;;;;
246956;https://sofifa.com/player/246956/declan-drysdale/20/159586;D. Drysdale;19;14/11/1999;184;69;England;Coventry City;52;100000;1000;Right;238000;RES;35;04/01/2019;2021;68;26;40;34;50;61;;;;;;
248256;https://sofifa.com/player/248256/meshari-sanyor/20/159586;M. Sanyor;18;01/01/2001;178;70;Saudi Arabia;Al Raed;52;90000;1000;Right;205000;SUB;50;01/09/2018;2023;;;;;;;51;50;50;53;30;51
250764;https://sofifa.com/player/250764/alexis-antunes/20/159586;A. Antunes;18;31/07/2000;181;71;Switzerland;Servette FC;52;100000;1000;Right;208000;SUB;27;01/07/2017;2022;60;46;46;59;32;44;;;;;;
238994;https://sofifa.com/player/238994/curtis-lyle/20/159586;C. Lyle;19;08/09/1999;183;78;Scotland;Kilmarnock;52;90000;1000;Right;214000;SUB;26;01/07/2016;2021;;;;;;;54;53;55;50;25;49
243369;https://sofifa.com/player/243369/jonathan-harboe/20/159586;J. Harboe;19;24/05/2000;178;69;Denmark;Odense Boldklub;52;110000;1000;Right;206000;SUB;17;09/04/2018;2021;64;45;51;56;42;44;;;;;;
243539;https://sofifa.com/player/243539/kevin-yakob/20/159586;K. Yakob;18;10/10/2000;184;77;Sweden;BK Häcken;52;100000;1000;Right;188000;RES;18;14/05/2018;2022;69;41;47;52;43;61;;;;;;
246007;https://sofifa.com/player/246007/ryan-teague/20/159586;R. Teague;17;24/01/2002;175;74;Australia;Sydney FC;52;90000;1000;Left;169000;SUB;29;11/09/2018;2020;60;32;47;52;47;56;;;;;;
247491;https://sofifa.com/player/247491/magnus-anbo/20/159586;M. Anbo;18;18/09/2000;185;78;Denmark;Aarhus GF;52;100000;1000;Right;188000;RES;39;19/02/2019;2021;69;27;39;43;49;57;;;;;;
248124;https://sofifa.com/player/248124/mateusz-stepien/20/159586;M. Stępień;17;12/02/2002;184;76;Poland;Arka Gdynia;52;100000;1000;Right;198000;RES;37;04/12/2018;2021;67;48;49;50;24;51;;;;;;
248551;https://sofifa.com/player/248551/tomas-stabell/20/159586;T. Stabell;17;30/01/2002;167;54;Norway;Tromsø IL;52;100000;1000;Right;188000;RES;34;14/04/2019;2022;70;39;50;56;42;42;;;;;;
248736;https://sofifa.com/player/248736/sondre-skogen/20/159586;S. Skogen;18;13/08/2000;180;70;Norway;Rosenborg BK;52;100000;1000;Right;193000;RES;36;01/01/2016;2023;66;24;27;31;53;55;;;;;;
252509;https://sofifa.com/player/252509/marcel-wedrychowski/20/159586;M. Wędrychowski;17;13/01/2002;172;67;Poland;Pogoń Szczecin;52;100000;1000;Left;198000;RES;71;17/10/2018;2021;66;48;47;53;27;41;;;;;;
239190;https://sofifa.com/player/239190/erik-johannes-arnebrott/20/159586;E. Arnebrott;20;28/04/1999;196;79;Norway;Viking FK;52;90000;1000;Right;169000;RES;12;01/01/2019;2019;;;;;;;55;53;56;59;33;48
240102;https://sofifa.com/player/240102/jhan-cuero/20/159586;J. Cuero;19;19/07/1999;177;70;Colombia;La Equidad;52;110000;1000;Right;217000;RES;31;01/07/2017;2022;62;40;47;55;49;58;;;;;;
243368;https://sofifa.com/player/243368/yeferson-contreras/20/159586;Y. Contreras;19;10/08/1999;178;72;Colombia;América de Cali;52;110000;1000;Right;217000;SUB;32;27/04/2018;2020;62;52;42;54;29;53;;;;;;
244752;https://sofifa.com/player/244752/johan-olstad/20/159586;J. Olstad;17;23/08/2001;178;68;Norway;Sarpsborg 08 FF;52;100000;1000;Right;188000;SUB;25;08/11/2017;2019;68;49;40;56;19;40;;;;;;
246315;https://sofifa.com/player/246315/liam-smyth/20/159586;L. Smyth;17;06/09/2001;178;72;Northern Ireland;Stevenage;52;100000;1000;Right;238000;RES;29;06/09/2018;2022;72;53;38;51;20;52;;;;;;
246467;https://sofifa.com/player/246467/ali-youssef/20/159586;A. Youssef;18;05/08/2000;182;74;Sweden;BK Häcken;52;100000;1000;Right;188000;RES;20;03/12/2018;2023;65;48;49;57;33;54;;;;;;
246777;https://sofifa.com/player/246777/oscar-pettersson/20/159586;O. Pettersson;19;01/02/2000;178;65;Sweden;Djurgårdens IF;52;110000;1000;Right;206000;SUB;29;01/01/2019;2020;78;49;34;51;18;43;;;;;;
251219;https://sofifa.com/player/251219/darragh-burns/20/159586;D. Burns;16;06/08/2002;176;62;Northern Ireland;St. Patrick's Athletic;52;100000;1000;Right;218000;SUB;35;08/06/2019;2020;68;45;47;52;33;41;;;;;;
225938;https://sofifa.com/player/225938/kyle-gourlay/20/159586;K. Gourlay;20;24/09/1998;183;71;Scotland;Hamilton Academical FC;52;90000;1000;Right;214000;RES;22;13/07/2019;2020;;;;;;;52;47;57;51;44;52
237205;https://sofifa.com/player/237205/ashley-maynard-brewer/20/159586;A. Maynard-Brewer;20;25/06/1999;187;73;Australia;Charlton Athletic;52;90000;1000;Right;223000;RES;31;20/10/2016;2021;;;;;;;54;46;56;47;22;55
242623;https://sofifa.com/player/242623/odin-luras-bjortuft/20/159586;O. Björtuft;20;19/12/1998;185;75;Norway;Odds BK;52;100000;1000;Right;188000;SUB;18;27/10/2017;2022;54;25;28;35;50;64;;;;;;
243915;https://sofifa.com/player/243915/shane-mcnamee/20/159586;S. McNamee;18;25/08/2000;175;70;Republic of Ireland;Derry City;52;100000;1000;Right;218000;SUB;33;15/06/2018;2021;60;44;50;51;35;41;;;;;;
244351;https://sofifa.com/player/244351/thomas-romboli/20/159586;T. Romboli;20;21/01/1999;191;80;Italy;Livorno;52;90000;1000;Right;196000;RES;99;01/07/2016;2020;;;;;;;56;55;54;48;19;53
245043;https://sofifa.com/player/245043/junchen-zhou/20/159586;Zhou Junchen;19;23/03/2000;172;68;China PR;Shanghai Greenland Shenhua FC;52;110000;2000;Right;239000;RES;29;13/07/2018;2021;83;46;41;56;18;46;;;;;;
245090;https://sofifa.com/player/245090/laurenz-beckemeyer/20/159586;L. Beckemeyer;19;16/04/2000;182;75;Germany;VfL Osnabrück;52;90000;1000;Right;196000;SUB;21;01/07/2018;2020;;;;;;;57;55;51;56;35;44
245512;https://sofifa.com/player/245512/gianluca-iannucci/20/159586;G. Iannucci;18;18/06/2001;167;60;Australia;Melbourne City FC;52;100000;1000;Right;188000;SUB;37;01/07/2018;2020;69;48;49;54;24;35;;;;;;
246331;https://sofifa.com/player/246331/harald-martin-hauso/20/159586;H. Hauso;18;11/03/2001;174;73;Norway;Vålerenga Fotball;52;100000;1000;Right;188000;RES;30;07/06/2018;2020;56;29;30;35;54;55;;;;;;
247812;https://sofifa.com/player/247812/niclas-anspach/20/159586;N. Anspach;18;22/07/2000;179;70;Germany;SpVgg Unterhaching;52;100000;1000;Right;208000;RES;18;01/01/2019;2023;67;38;51;51;30;53;;;;;;
247838;https://sofifa.com/player/247838/aristide-mutula-sagbakken/20/159586;A. Sagbakken;18;09/03/2001;181;75;Norway;Mjøndalen IF;52;100000;1000;Right;188000;SUB;30;01/08/2018;2020;65;33;48;48;50;54;;;;;;
248460;https://sofifa.com/player/248460/jack-simmons/20/159586;J. Simmons;17;04/04/2002;178;68;Australia;Newcastle Jets;52;100000;1000;Right;188000;SUB;25;20/04/2019;2021;64;43;50;56;39;40;;;;;;
250777;https://sofifa.com/player/250777/erik-hejer/20/159586;E. Hejer;17;10/09/2001;181;68;Norway;Mjøndalen IF;52;80000;1000;Right;150000;SUB;13;26/05/2019;2020;;;;;;;53;58;48;52;21;53
250828;https://sofifa.com/player/250828/teodor-walemark/20/159586;T. Wålemark;18;25/06/2001;190;88;Sweden;BK Häcken;52;100000;1000;Right;188000;RES;13;29/05/2019;2021;58;23;30;34;52;55;;;;;;
250975;https://sofifa.com/player/250975/can-karatas/20/159586;C. Karatas;18;29/11/2000;180;71;Turkey;Bayern München II;52;100000;1000;Right;208000;RES;20;01/07/2017;2020;61;49;39;59;26;52;;;;;;
251282;https://sofifa.com/player/251282/bradley-lashley/20/159586;B. Lashley;18;12/09/2000;185;77;England;Northampton Town;52;90000;1000;Right;214000;SUB;38;26/03/2019;2020;;;;;;;53;56;47;54;26;48
251559;https://sofifa.com/player/251559/reuben-duncan/20/159586;R. Duncan;18;17/10/2000;174;63;England;Millwall;52;100000;1000;Right;253000;RES;37;01/07/2019;2023;65;46;54;54;38;41;;;;;;
251652;https://sofifa.com/player/251652/amel-mujanic/20/159586;A. Mujanic;18;01/04/2001;180;74;Sweden;Malmö FF;52;100000;1000;Right;193000;SUB;33;08/07/2019;2021;67;43;50;59;40;41;;;;;;
251904;https://sofifa.com/player/251904/jordi-schelfhout/20/159586;J. Schelfhout;18;01/01/2001;185;70;Belgium;KV Oostende;52;90000;1000;Left;191000;RES;94;01/07/2019;2022;;;;;;;57;51;54;58;30;41
252493;https://sofifa.com/player/252493/david-nreca-bisinger/20/159586;D. Nreca-Bisinger;17;18/01/2002;187;78;Kosovo;SG Sonnenhof Großaspach;52;80000;1000;Left;166000;RES;35;16/04/2019;2021;;;;;;;56;50;49;58;22;44
252733;https://sofifa.com/player/252733/niclas-bergmark/20/159586;N. Bergmark;17;07/01/2002;191;77;Sweden;Örebro SK;52;90000;1000;Right;169000;RES;50;06/07/2019;2021;58;25;35;40;49;60;;;;;;
242165;https://sofifa.com/player/242165/runar-hauge/20/159586;R. Hauge;17;01/09/2001;175;70;Norway;FK Bodø/Glimt;52;100000;1000;Right;188000;SUB;15;01/09/2017;2020;65;47;50;56;49;48;;;;;;
242211;https://sofifa.com/player/242211/henry-woods/20/159586;H. Woods;19;07/09/1999;187;73;England;Gillingham;52;110000;1000;Right;261000;RES;26;16/01/2018;2022;68;50;50;49;44;65;;;;;;
243130;https://sofifa.com/player/243130/daniel-andersen/20/159586;D. Andersen;18;31/05/2001;194;75;Denmark;Aarhus GF;52;90000;1000;Right;169000;SUB;50;01/04/2018;2022;;;;;;;54;51;48;54;34;55
243890;https://sofifa.com/player/243890/callum-rowe/20/159586;C. Rowe;19;02/09/1999;180;70;England;Aston Villa;52;110000;4000;Right;278000;RES;47;01/07/2018;2020;63;38;51;54;43;52;;;;;;
243892;https://sofifa.com/player/243892/simon-baekgard/20/159586;S. Bækgård;19;14/10/1999;179;73;Denmark;Esbjerg fB;52;100000;1000;Right;188000;RES;3;15/06/2018;2021;66;42;49;56;49;51;;;;;;
244748;https://sofifa.com/player/244748/dennis-horneland/20/159586;D. Horneland;17;14/12/2001;189;80;Norway;FK Haugesund;52;90000;1000;Right;169000;SUB;93;21/05/2018;2021;58;25;30;36;51;63;;;;;;
245434;https://sofifa.com/player/245434/sylvin-kayembe/20/159586;S. Kayembe;18;06/06/2001;177;78;Sweden;IK Sirius;52;100000;1000;Right;188000;RES;13;29/03/2018;2020;76;46;45;52;22;49;;;;;;
245465;https://sofifa.com/player/245465/daniel-mikolajewski/20/159586;D. Mikołajewski;19;25/08/1999;188;83;Poland;Lechia Gdańsk;52;100000;1000;Right;198000;RES;20;01/07/2018;2019;63;35;48;48;48;59;;;;;;
247707;https://sofifa.com/player/247707/bughrahan-iskandar/20/159586;Iskandar Bughrahan;18;11/08/2000;178;66;China PR;Guangzhou Evergrande Taobao FC;52;100000;1000;Left;223000;RES;30;01/02/2019;2021;70;50;38;55;20;45;;;;;;
248701;https://sofifa.com/player/248701/javid-swaby-neavin/20/159586;J. Swaby-Neavin;18;11/06/2001;181;73;England;Oldham Athletic;52;100000;1000;Right;238000;RES;15;02/05/2019;2020;76;25;37;48;49;57;;;;;;
251324;https://sofifa.com/player/251324/max-gottwald/20/159586;M. Gottwald;18;13/09/2000;190;80;Germany;FC Carl Zeiss Jena;52;100000;1000;Right;208000;RES;2;01/07/2019;2020;59;34;49;52;48;59;;;;;;
251396;https://sofifa.com/player/251396/sonke-gunther/20/159586;S. Günther;18;18/06/2001;190;80;Germany;Chemnitzer FC;52;90000;1000;Right;187000;SUB;30;01/07/2019;2021;;;;;;;53;51;48;53;21;51
252536;https://sofifa.com/player/252536/alex-doyle/20/159586;A. Doyle;18;15/02/2001;184;80;England;Salford City;52;100000;1000;Right;238000;RES;34;01/07/2018;2020;70;41;49;53;46;62;;;;;;
252611;https://sofifa.com/player/252611/kyung-min-mun/20/159586;Mun Kyung Min;19;02/04/2000;188;82;Korea Republic;Pohang Steelers;52;110000;1000;Right;206000;RES;33;04/01/2019;2023;51;50;35;44;26;63;;;;;;
252728;https://sofifa.com/player/252728/jevan-anderson/20/159586;J. Anderson;19;03/03/2000;186;75;Scotland;Burton Albion;52;100000;1000;Right;238000;SUB;19;01/07/2019;2020;61;23;28;35;51;58;;;;;;
252782;https://sofifa.com/player/252782/kamar-moncrieffe/20/159586;K. Moncrieffe;18;25/11/2000;178;75;England;Salford City;52;100000;1000;Right;238000;RES;39;01/07/2018;2020;73;48;37;52;20;56;;;;;;
236705;https://sofifa.com/player/236705/edvin-dahlqvist/20/159586;E. Dahlqvist;20;14/06/1999;167;70;Sweden;IFK Göteborg;52;100000;1000;Left;188000;SUB;17;06/11/2016;2019;62;28;42;55;48;59;;;;;;
238834;https://sofifa.com/player/238834/adam-livingstone/20/159586;A. Livingstone;21;22/02/1998;180;70;Scotland;Motherwell;52;100000;1000;Left;238000;RES;21;01/07/2016;2022;72;41;55;56;47;55;;;;;;
239086;https://sofifa.com/player/239086/daniel-thogersen/20/159586;D. Thøgersen;19;08/01/2000;183;75;Denmark;Aarhus GF;52;100000;1000;Left;188000;SUB;33;18/05/2017;2020;74;28;37;47;47;43;;;;;;
240708;https://sofifa.com/player/240708/tom-knowles/20/159586;T. Knowles;20;27/09/1998;183;70;England;Cambridge United;52;110000;2000;Right;261000;SUB;23;06/10/2018;2021;78;48;42;51;29;56;;;;;;
241424;https://sofifa.com/player/241424/joel-rollinson/20/159586;J. Rollinson;20;16/11/1998;178;65;England;Stevenage;52;110000;2000;Right;261000;RES;17;05/08/2019;2020;65;47;43;57;21;39;;;;;;
243532;https://sofifa.com/player/243532/erik-tallig/20/159586;E. Tallig;19;10/01/2000;178;68;Germany;Chemnitzer FC;52;110000;1000;Left;228000;SUB;17;12/05/2018;2021;65;38;50;53;26;42;;;;;;
252078;https://sofifa.com/player/252078/samuel-loric/20/159586;S. Loric;18;05/07/2000;175;65;France;FC Lorient;52;100000;1000;Left;243000;RES;21;30/01/2019;2023;60;26;34;52;54;48;;;;;;
252571;https://sofifa.com/player/252571/lewis-smith/20/159586;L. Smith;19;16/03/2000;177;75;Scotland;Hamilton Academical FC;52;110000;1000;Right;261000;RES;28;01/07/2018;2023;62;43;52;54;33;44;;;;;;
236778;https://sofifa.com/player/236778/momodou-touray/20/159586;M. Touray;19;30/07/1999;180;74;Wales;Newport County;52;100000;1000;Right;238000;SUB;19;08/11/2016;2020;51;50;39;52;21;54;;;;;;
238390;https://sofifa.com/player/238390/andronicos-georgiou/20/159586;A. Georgiou;19;28/10/1999;180;70;Cyprus;Stevenage;52;100000;1000;Left;238000;SUB;24;03/04/2017;2020;65;52;33;55;20;51;;;;;;
239178;https://sofifa.com/player/239178/liam-walsh/20/159586;L. Walsh;19;22/07/1999;182;70;Republic of Ireland;Finn Harps;52;90000;1000;Right;196000;SUB;20;16/06/2017;2019;66;47;41;55;25;39;;;;;;
242690;https://sofifa.com/player/242690/simon-graves/20/159586;S. Graves;20;22/05/1999;191;78;Denmark;Randers FC;52;90000;1000;Right;169000;RES;28;18/02/2018;2021;56;27;33;38;51;60;;;;;;
243359;https://sofifa.com/player/243359/jong-jin-kim/20/159586;Kim Jong Jin;20;12/04/1999;175;68;Korea Republic;Gyeongnam FC;52;100000;1000;Right;188000;SUB;88;01/01/2018;2022;74;51;50;54;40;44;;;;;;
243411;https://sofifa.com/player/243411/nicholas-marthinussen/20/159586;N. Marthinussen;19;11/04/2000;180;70;Norway;SK Brann;52;90000;1000;Right;169000;SUB;35;03/05/2018;2020;57;32;40;46;49;60;;;;;;
244094;https://sofifa.com/player/244094/leonard-langhans/20/159586;L. Langhans;20;23/10/1998;168;58;Germany;FC Würzburger Kickers;52;100000;1000;Right;208000;RES;17;01/07/2018;2020;70;49;44;61;26;34;;;;;;
245755;https://sofifa.com/player/245755/jhohann-yabur/20/159586;J. Yabur;20;05/03/1999;178;69;Colombia;Atlético Nacional;52;100000;1000;Right;203000;RES;28;24/08/2018;2022;60;33;49;53;49;61;;;;;;
248849;https://sofifa.com/player/248849/jamie-fielding/20/159586;J. Fielding;19;18/08/1999;188;75;England;Stevenage;52;90000;1000;Right;214000;RES;14;01/07/2019;2020;60;25;32;36;50;57;;;;;;
250999;https://sofifa.com/player/250999/hamse-hussein/20/159586;H. Hussein;19;07/01/2000;187;71;Denmark;Hobro IK;52;90000;1000;Right;169000;SUB;35;19/05/2019;2023;72;38;47;49;48;61;;;;;;
251857;https://sofifa.com/player/251857/kevin-frisorger/20/159586;K. Frisorger;19;19/02/2000;186;81;Germany;FC Würzburger Kickers;52;90000;1000;Right;187000;RES;13;01/07/2019;2023;61;23;26;34;49;65;;;;;;
252366;https://sofifa.com/player/252366/magnus-dalsgaard/20/159586;M. Dalsgaard;19;01/07/2000;188;75;Denmark;Silkeborg IF;52;80000;1000;Right;150000;SUB;16;01/08/2019;2019;;;;;;;55;51;58;56;22;50
228582;https://sofifa.com/player/228582/sam-sargeant/20/159586;S. Sargeant;21;23/09/1997;183;67;England;Leyton Orient;52;70000;1000;Right;137000;SUB;12;01/09/2014;2020;;;;;;;52;47;48;54;44;51
231928;https://sofifa.com/player/231928/ronan-hughes/20/159586;R. Hughes;20;15/12/1998;178;64;Scotland;Hamilton Academical FC;52;90000;1000;Right;176000;RES;15;01/01/2015;2020;50;40;50;56;48;54;;;;;;
235373;https://sofifa.com/player/235373/jacopo-pagnini/20/159586;J. Pagnini;22;09/02/1997;189;76;Italy;Spezia;52;70000;1000;Right;123000;RES;56;24/07/2016;2022;;;;;;;54;52;52;51;24;50
235545;https://sofifa.com/player/235545/zaid-al-bawardi/20/159586;Z. Al Bawardi;22;26/01/1997;191;77;Saudi Arabia;Al Nassr;52;70000;3000;Right;133000;RES;31;01/07/2019;2022;;;;;;;49;50;45;53;26;57
239129;https://sofifa.com/player/239129/jakob-gesien/20/159586;J. Gesien;21;11/01/1998;167;58;Germany;Chemnitzer FC;52;90000;1000;Right;149000;RES;21;01/07/2018;2020;71;38;47;61;25;42;;;;;;
240998;https://sofifa.com/player/240998/matias-ormazabal/20/159586;M. Ormazábal;20;21/09/1998;173;72;Chile;Curicó Unido;52;90000;1000;Right;140000;RES;18;01/01/2016;2020;68;56;46;51;49;52;;;;;;
243283;https://sofifa.com/player/243283/magnus-westergaard/20/159586;M. Westergaard;21;27/05/1998;187;75;Denmark;Lyngby BK;52;90000;1000;Right;131000;SUB;22;19/04/2018;2022;62;38;48;55;47;57;;;;;;
243338;https://sofifa.com/player/243338/adam-bark/20/159586;A. Bark;19;15/02/2000;177;70;Sweden;Örebro SK;52;90000;1000;Right;131000;RES;48;21/04/2018;2019;71;49;38;57;17;39;;;;;;
244217;https://sofifa.com/player/244217/brian-galach/20/159586;B. Galach;18;16/05/2001;174;71;Poland;Crawley Town;52;80000;1000;Left;156000;RES;26;27/06/2018;2021;66;51;44;55;15;42;;;;;;
247052;https://sofifa.com/player/247052/tom-murphy/20/159586;T. Murphy;18;26/08/2000;186;78;Republic of Ireland;UCD AFC;52;70000;1000;Right;123000;SUB;20;30/01/2019;2019;;;;;;;55;54;56;55;29;48
247317;https://sofifa.com/player/247317/jose-orlando-perez/20/159586;J. Pérez;22;14/04/1997;175;73;Colombia;Cúcuta Deportivo;52;80000;1000;Right;124000;RES;3;01/02/2019;2022;56;26;33;38;50;58;;;;;;
248602;https://sofifa.com/player/248602/jacob-greaves/20/159586;J. Greaves;18;12/09/2000;185;70;England;Cheltenham Town;52;80000;1000;Right;;SUB;26;;2020;56;28;31;32;52;58;;;;;;
251841;https://sofifa.com/player/251841/juan-manuel-zapata/20/159586;J. Zapata;19;19/05/2000;177;72;Colombia;Envigado FC;52;80000;1000;Right;124000;RES;29;08/07/2019;2023;76;26;33;47;46;58;;;;;;
251844;https://sofifa.com/player/251844/albert-popa/20/159586;A. Popa;20;05/04/1999;182;79;Romania;Gaz Metan Mediaş;52;70000;1000;Right;109000;RES;99;01/07/2019;2023;;;;;;;54;51;59;57;24;45
252131;https://sofifa.com/player/252131/adnan-catic/20/159586;A. Catic;19;15/01/2000;187;78;Sweden;AFC Eskilstuna;52;80000;1000;Left;116000;SUB;19;24/07/2019;2021;49;23;32;32;51;60;;;;;;
252156;https://sofifa.com/player/252156/alexandru-popescu/20/159586;A. Popescu;21;06/01/1998;181;71;Romania;Academica Clinceni;52;90000;1000;Right;;SUB;11;;2020;62;52;39;54;17;53;;;;;;
252393;https://sofifa.com/player/252393/runar-johansen/20/159586;R. Johansen;19;09/05/2000;180;73;Norway;Tromsø IL;52;80000;1000;Left;116000;RES;32;04/08/2019;2019;64;28;33;51;49;57;;;;;;
233681;https://sofifa.com/player/233681/shibo-liu/20/159586;Liu Shibo;22;20/05/1997;189;75;China PR;Guangzhou Evergrande Taobao FC;52;70000;2000;Right;126000;SUB;1;01/01/2016;2021;;;;;;;49;56;50;59;25;41
240490;https://sofifa.com/player/240490/erlend-jacobsen/20/159586;E. Jacobsen;20;25/06/1999;186;80;Norway;Tromsø IL;52;70000;1000;Right;102000;RES;31;01/01/2019;2021;;;;;;;54;52;45;55;49;53
243267;https://sofifa.com/player/243267/marcus-backmann/20/159586;M. Backmann;21;05/01/1998;183;71;Denmark;Lyngby BK;52;80000;1000;Right;116000;SUB;2;11/03/2018;2019;60;27;27;41;51;57;;;;;;
245245;https://sofifa.com/player/245245/dexter-walters/20/159586;D. Walters;20;04/12/1998;178;75;England;Coventry City;52;90000;1000;Right;176000;RES;32;03/08/2018;2020;69;38;47;55;28;40;;;;;;
245423;https://sofifa.com/player/245423/ibrahim-al-otaibi/20/159586;I. Al Otaibi;22;15/06/1997;173;58;Saudi Arabia;Al Taawoun;52;80000;3000;Right;148000;SUB;19;01/07/2017;2022;66;41;56;60;33;43;;;;;;
252872;https://sofifa.com/player/252872/majed-al-ghamdi/20/159586;M. Al Ghamdi;20;07/04/1999;183;70;Saudi Arabia;Al Hazem;52;70000;1000;Right;130000;RES;41;17/08/2019;2022;;;;;;;54;51;56;54;18;48
230006;https://sofifa.com/player/230006/jack-bainbridge/20/159586;J. Bainbridge;21;21/05/1998;188;83;England;Sunderland;52;70000;1000;Right;137000;RES;48;11/07/2018;2024;62;33;46;45;46;62;;;;;;
231646;https://sofifa.com/player/231646/pawel-zyra/20/159586;P. Żyra;21;07/04/1998;178;74;Poland;Zagłębie Lubin;52;80000;1000;Right;124000;SUB;16;13/02/2015;2020;62;42;47;56;46;65;;;;;;
233910;https://sofifa.com/player/233910/mhando-carte-said/20/159586;M. Said;22;15/04/1997;178;67;Tanzania;Ascoli;52;80000;1000;Right;140000;RES;45;16/08/2018;2022;68;41;53;50;39;48;;;;;;
237058;https://sofifa.com/player/237058/teit-jacobsen/20/159586;T. Jacobsen;21;16/03/1998;185;80;Faroe Islands;SønderjyskE;52;80000;2000;Right;116000;RES;22;05/01/2017;2020;62;41;47;53;41;62;;;;;;
244559;https://sofifa.com/player/244559/carlos-mendes-gomes/20/159586;Carlos Mendes Gomes;20;14/11/1998;178;66;Spain;Morecambe;52;80000;1000;Right;156000;SUB;19;09/05/2018;2020;69;48;45;58;31;50;;;;;;
245036;https://sofifa.com/player/245036/jianfei-zhao/20/159586;Zhao Jianfei;20;21/01/1999;183;70;China PR;Shandong Luneng TaiShan FC;52;70000;2000;Right;123000;RES;31;15/07/2018;2021;58;22;28;34;53;56;;;;;;
245777;https://sofifa.com/player/245777/mattia-scevola/20/159586;M. Scevola;22;01/11/1996;188;85;Italy;Ascoli;52;60000;1000;Left;105000;RES;40;24/08/2018;2022;;;;;;;53;48;53;59;21;46
247443;https://sofifa.com/player/247443/lucas-portilla/20/159586;L. Portilla;19;10/11/1999;164;70;Chile;CD Cobresal;52;80000;1000;Right;124000;SUB;32;01/01/2018;2022;63;40;53;59;34;49;;;;;;
252030;https://sofifa.com/player/252030/betim-fazliji/20/159586;B. Fazliji;20;25/04/1999;186;79;Switzerland;FC St. Gallen;52;80000;2000;Right;132000;SUB;23;01/01/2019;2021;58;35;52;48;48;53;;;;;;
252047;https://sofifa.com/player/252047/yohan-bilingi/20/159586;Y. Bilingi;20;01/02/1999;180;70;France;En Avant de Guingamp;52;70000;1000;Right;140000;RES;31;01/07/2019;2020;59;28;30;32;54;53;;;;;;
241341;https://sofifa.com/player/241341/yuan-zhang/20/159586;Zhang Yuan;22;28/01/1997;184;78;China PR;Tianjin Quanjian FC;52;80000;3000;Right;140000;SUB;20;12/07/2017;2020;73;37;49;55;44;61;;;;;;
242615;https://sofifa.com/player/242615/ross-treacy/20/159586;R. Treacy;20;26/09/1998;187;80;Republic of Ireland;Dundalk;52;60000;1000;Right;105000;SUB;30;01/02/2018;2019;;;;;;;55;52;52;52;26;49
245292;https://sofifa.com/player/245292/murat-can-yildiz/20/159586;M. Yıldız;20;03/08/1998;188;80;Turkey;Kasimpaşa SK;52;60000;1000;Right;132000;RES;13;12/12/2016;2021;;;;;;;47;54;58;54;27;51
245502;https://sofifa.com/player/245502/raghid-al-najjar/20/159586;R. Al Najjar;22;20/09/1996;186;80;Saudi Arabia;Al Faisaly;52;60000;2000;Right;111000;SUB;36;20/01/2019;2022;;;;;;;53;47;60;53;21;53
246841;https://sofifa.com/player/246841/nicolas-forastiero/20/159586;N. Forastiero;20;16/07/1998;182;79;Argentina;Argentinos Juniors;52;60000;1000;Right;102000;SUB;1;05/01/2019;2022;;;;;;;47;58;59;53;15;48
250896;https://sofifa.com/player/250896/min-duk-kim/20/159586;Kim Min Duk;22;08/07/1996;183;78;Korea Republic;Ulsan Hyundai FC;52;70000;1000;Right;105000;RES;3;04/01/2019;2021;62;24;28;34;51;60;;;;;;
231386;https://sofifa.com/player/231386/jefferson-solano/20/159586;J. Solano;23;24/02/1996;172;68;Colombia;Cúcuta Deportivo;52;80000;1000;Right;124000;RES;13;19/10/2015;2022;67;51;39;49;18;50;;;;;;
